state,temp,humidity,wind,rainfall
Karnataka,30.29104359223,42.85544553254066,13.431149441393133,68.15055686642819
Maharashtra,32.09319734586301,49.07731125955,4.792448123973759,78.17880852218053
Karnataka,31.522245599354264,63.858112364701604,12.095727257863349,97.48127934808397
Maharashtra,24.083671892727907,67.42493481287542,11.33876154178575,82.67837750595363
Gujarat,22.197214637813655,90.00522133659155,7.199473049079347,128.9588354502698
Karnataka,21.05751747509752,65.3595681290495,10.341872778440434,86.65966578428417
Gujarat,20.04231106734293,66.39038800251004,9.83485823344013,94.5073937109075
Gujarat,26.34816684141432,63.246878843729625,12.182287359615255,78.89964834923995
Kerala,36.81717745475852,72.43148966407313,12.060573113039457,106.12894455902249
Kerala,26.69106767615806,72.78650002194335,8.829917046269198,96.8929943358613
Rajasthan,38.906455385131835,49.83876498427865,5.804685280703632,74.08704944844821
Maharashtra,23.695580228324772,73.76792920582164,20.488624788050533,104.54737033024468
Kerala,26.346292983851733,40.80120400105305,11.050432155173324,77.53951845136058
Karnataka,33.49546190929995,68.99844950566509,10.075007464705976,75.58542808168568
Rajasthan,38.16205651965818,38.54787933059051,10.239822053212064,63.573942613434994
Karnataka,30.29254451153422,95.21995392675484,13.6199020350821,134.42162810694646
Gujarat,32.83884183878813,62.222725970687236,16.68974312956897,91.39376925495137
Gujarat,37.93008408072676,41.43276751759726,20.532133498625065,43.003845016667555
Rajasthan,35.68508709316729,66.70335217161102,7.420205919714394,101.57366554588236
Rajasthan,27.567836169738197,63.1139739192858,15.539961868746662,80.21340074093838
Karnataka,23.80884574425825,47.63023008523391,19.805120342943017,62.718311497796876
Karnataka,34.49799937716625,64.60949281314915,15.25144847535584,96.50124494099146
Maharashtra,18.916194727585456,80.84349507922445,19.481695591262067,117.5059531051726
Kerala,21.06164194034109,41.69144843577219,9.323189087275148,69.38297554438238
Rajasthan,33.82239117662856,43.33254280883854,8.549539513737807,74.25132499904063
Maharashtra,28.370134295092555,108.8097768913141,5.82000420561201,134.58344719057038
Kerala,31.62083176244221,58.047854184484734,12.387983859970873,87.70301599898066
Rajasthan,31.009537209013978,47.92894972386756,6.237389044772733,73.84146810224163
Rajasthan,33.12059908526078,69.4251826389642,11.951012908612341,87.3126711219454
Karnataka,34.87559866708875,57.79413927746792,8.698011212829954,80.96750468612696
Gujarat,34.44492147138577,67.44096349838813,12.222288627775868,95.0872595603168
Rajasthan,27.472788631040682,39.648217733721566,5.673384297541818,60.40233044916423
Rajasthan,35.77177169204462,52.83927404137019,9.343090226782309,92.09120129011355
Kerala,31.554537827990025,82.13034325424329,15.430638492808077,108.10510397161025
Kerala,27.128992755961605,37.620385118117255,18.360630876043402,57.91718880138917
Rajasthan,32.77346397111814,70.99760047116528,7.583112845811468,106.92463711018993
Maharashtra,22.771950137639585,47.337946297233906,10.627195053475328,69.58011665374629
Karnataka,31.120462409052084,60.18888601172692,12.390704394195327,76.33958526178509
Gujarat,26.490932787362,45.4933341809855,17.747018690198214,55.49636203372583
Kerala,29.44534032185245,74.64463689721654,6.188602163710557,110.27971789761459
Gujarat,23.95438805219507,83.83716198303827,8.972375637953617,101.13928748567619
Rajasthan,31.708779878885796,88.14256258823829,15.8016953527442,111.11591988288154
Gujarat,26.768502503496254,53.94667564729634,18.738739858422484,55.19548696673521
Maharashtra,33.5012147668121,58.01550834086306,11.705555536832374,80.03533884151989
Maharashtra,31.7030762564418,59.79333067099212,17.489511186188984,75.57882064762089
Maharashtra,29.42730077373691,78.56724467960193,5.622289364822532,101.31390696340628
Gujarat,30.026218498590914,60.70470890647113,10.199738114083026,91.0273378263109
Maharashtra,23.157049422290715,68.03237714962808,16.24178725644187,103.75855108294832
Gujarat,12.609153931817218,55.97605407075731,9.928350976777462,79.42559020077269
Maharashtra,40.303739624409936,86.33011263664807,11.004143406083706,130.16247146390108
Rajasthan,37.445225869422394,73.16737752720171,10.265398692912612,100.02075997323547
Gujarat,30.27035437130243,63.60526734116216,15.29341006511586,107.39800239296595
Kerala,28.652965827777212,70.76313383693943,18.00942820838411,94.58036285989844
Gujarat,31.100371644018104,31.741747661491598,15.874513938509379,55.33525672147863
Karnataka,29.926408706825317,71.9460814454449,10.874459573795654,81.38923225385777
Karnataka,22.384195647641196,78.08872810863878,13.502352271966583,87.13197207536591
Kerala,31.83299123048424,45.90180320508967,9.944532330653226,57.42316454326423
Kerala,30.218513340421367,76.10523018148129,12.30419215958554,106.27387499550159
Kerala,25.92250463355756,51.61461760149215,6.263644523069904,71.10437184251545
Karnataka,28.12669335821928,47.7198452202213,9.499047265785773,65.7413493285998
Maharashtra,30.612527491697595,89.60191337403836,10.483769415270716,109.08763750794712
Maharashtra,34.25677132300255,50.69454416196672,9.054351310969414,81.04057727806904
Karnataka,30.960451903163246,83.95669083781216,10.98832278357202,114.20610218856551
Kerala,34.25701046189414,45.18096231305188,12.114482238271306,77.39754689817215
Gujarat,29.360412042596167,45.666893390993614,5.57421471896971,69.84285003347173
Maharashtra,26.1445672974778,68.64261899206652,16.758399125138993,92.64926828864058
Karnataka,22.197470428086646,63.100341945016154,10.600864956172591,62.53189084970913
Karnataka,29.960136793416915,82.19916208335039,12.309473230590473,101.31337891426915
Karnataka,40.422386152707816,80.86355244277912,3.969727914548905,126.7310993556717
Rajasthan,36.97865967964282,40.355260649821524,4.344889678926575,75.02502149653402
Rajasthan,32.482890794823994,57.08622917648948,11.175044164176533,58.612902981840826
Kerala,30.86983164584785,73.61807920863642,11.964837774786577,104.70127152732664
Kerala,32.83170065259511,72.47727264157894,5.015353765355235,128.05097083260165
Rajasthan,26.686881205270765,68.5589800288974,8.946963373829933,74.8813066185181
Maharashtra,31.079303240945027,85.6349349478325,15.94997202280289,121.15862583104973
Rajasthan,33.821260993045115,60.1619724721455,15.52771964153296,67.59796018095987
Karnataka,40.3352200087569,30.825910644438757,6.399137795945857,57.5355860812526
Karnataka,41.94939136109162,50.93378282802432,11.147171492379343,80.34641768376842
Rajasthan,31.855729366856544,50.94022219926269,12.3463591498916,71.79545122365522
Gujarat,29.400745403172007,61.705941903194706,9.621935789103002,91.74420743329516
Kerala,31.972260711891483,53.68523278769605,13.159099427585652,97.21468785935969
Gujarat,34.101228697431274,34.39084266558602,9.996854470329625,74.39075822542554
Kerala,33.53962183484837,93.12675788799271,19.99219816914811,106.72905335914507
Maharashtra,28.804106669849155,72.3465746361751,15.569643279260845,97.50325437345036
Kerala,18.554693715335013,81.48722876178759,16.858888238746193,93.19571845530615
Karnataka,31.69248203747207,53.77068129148798,14.53112746442514,98.71864890723803
Kerala,27.563024880394263,66.05730838018958,7.634438250826118,82.58993662856784
Maharashtra,30.357831186096963,52.83513829852325,13.915919302985568,77.74292681325021
Maharashtra,30.43517614073336,45.78987930086814,8.882295216489867,45.5356086581414
Gujarat,36.434874819247966,53.3304366263154,10.290368230202098,73.60039315867176
Gujarat,36.65219281634542,89.98975809374707,14.872394193006734,137.52803207155685
Gujarat,21.106398755478608,82.44066467233775,14.61746262541623,104.54091148781517
Gujarat,28.655829116024123,53.40203568576874,14.57341572421628,89.68537851300496
Gujarat,38.910818092680394,68.85411928592683,12.867444147931753,102.64128559820759
Karnataka,26.986760973473423,79.52773752240142,9.490324462490092,101.12567574555891
Gujarat,30.278624561443472,76.41287277706422,5.2301414811407225,120.56122036346272
Maharashtra,26.017485206712067,69.9116284758321,13.901275440849227,105.92070035300749
Kerala,34.26123244515134,25.188939390328045,11.080481714214454,50.31459911151169
Karnataka,34.20263625125778,59.42262419970388,10.226080430058845,86.16720263070621
Kerala,28.77128467957028,55.90914645378494,1.2124534282337134,80.56993339067883
Maharashtra,35.40229934502675,32.3264213955586,7.931231317818438,59.28017903831939
Gujarat,41.38325813199419,35.560460841686215,12.439411787818978,70.92885338939857
Maharashtra,24.6987086302694,43.23082265449574,6.549185585840084,43.14904902583732
Kerala,27.75986430099885,28.138528885047396,6.265165710152461,60.420514654701506
Kerala,36.94291134520144,20.10972964425941,3.6864933803242277,29.090782454739035
Kerala,28.286562029598258,54.428387010063126,6.369953221128715,69.76819258462751
Karnataka,28.19054514383498,58.956152656304845,13.941263986241813,72.93360514087605
Rajasthan,36.11101673103968,27.385146538700297,8.917911156663589,42.00201792855569
Rajasthan,21.45748360215746,75.15517504412367,15.851162761402774,97.88518732194989
Gujarat,28.246592360606062,56.56175922669612,15.25545563249442,68.01663281691101
Kerala,28.62095217199004,44.137031228499865,9.586254980388949,61.82781435360598
Karnataka,21.651104139658,86.47030401394078,7.03399507620351,104.31666427314842
Karnataka,28.35334500840099,58.547609439098835,10.097877823342602,91.56130993475115
Maharashtra,21.232652918746687,51.82616647561637,15.887290760690941,67.73195649553996
Maharashtra,41.39239364094203,18.239936567969664,15.478961760913652,48.5116815073236
Maharashtra,26.885727484493582,53.727854489860924,6.846210480970701,76.8706002083292
Rajasthan,30.979226275488408,45.32440833577452,13.633011022857888,48.76316379143786
Maharashtra,39.054751331659716,59.68726859002295,8.404800367030143,79.53431888884863
Kerala,38.102667225829386,83.55741952891708,7.984968433746517,122.02771041331447
Rajasthan,28.38367355351972,77.14598854334878,10.325180636774205,118.21874692100279
Karnataka,32.58829510234561,49.11384280269802,12.747067057908314,63.852809473504706
Karnataka,34.122076941287304,58.13079327984796,14.9921389038469,97.33006504095002
Karnataka,32.599361131749916,58.22514865978514,11.800765472693696,71.43848003554193
Karnataka,27.12181086881113,61.83014721968042,22.24033815307518,80.12438165485302
Karnataka,27.59938705101853,94.4770329260225,6.927913953427727,111.80230057909279
Maharashtra,39.87513676815391,59.29103021056486,5.7681907292933285,85.35253381613362
Kerala,28.46107191660094,50.116523670356955,14.654948855552083,80.07529431034936
Maharashtra,30.888505004666268,39.96983461934848,13.520791404023853,65.45767407718239
Rajasthan,34.024015893669024,73.95380018930311,12.15896678364171,102.22236292866793
Karnataka,22.367240691511267,59.131426389933225,15.273938938554158,78.89762687456926
Rajasthan,25.903678032225987,69.2356312374681,11.215989475030675,83.03172455759334
Rajasthan,35.64534718767571,58.79376339436511,10.138199270383787,94.19890401165138
Karnataka,36.73927890664518,79.46109172293936,15.609018693556767,88.92106388074508
Rajasthan,31.110668858168566,52.818770675047844,17.023024502294085,64.88487886625842
Gujarat,36.66929809880357,64.76722598443705,20.16958569085629,94.85619557576524
Rajasthan,34.338825120854445,64.24548308092824,6.602145714297906,98.13838315183753
Kerala,30.41141994637712,75.98220562598027,9.930846199598511,117.49857726634113
Rajasthan,42.98852321617192,50.2444358389496,9.28916397749982,63.788386675689075
Maharashtra,31.434869792269666,28.721735346518418,4.5546043852927065,45.819750230277094
Karnataka,24.97929616623966,48.483036523438074,11.861260450452875,69.45306110147484
Maharashtra,25.232704145140495,55.873140204793884,14.252315495890283,60.063152250382615
Kerala,29.514502162983383,60.81478329681355,16.552682960551223,79.453319906871
Rajasthan,29.358942369524446,52.48290049082145,13.87425397348609,78.57857335662344
Maharashtra,42.50849106430221,67.04431184063256,5.203971180625329,101.91998230511803
Kerala,33.97953252423737,75.727964077614,13.37447435814087,100.08545433759059
Rajasthan,31.0146151042565,37.26383827504152,18.190020805320245,72.72568397153722
Karnataka,18.77166400503082,46.82443219360823,11.276037044241106,44.57370210117557
Kerala,32.71749551394671,76.25414480858207,8.597774165351218,106.33174226404776
Gujarat,23.103403859927365,49.036049400871214,11.86749210850481,84.78029221363558
Rajasthan,33.4738051542327,44.08759806248855,-1.9232353150403352,61.5167584251796
Rajasthan,30.756847372851883,72.94195478685734,14.178669777273559,118.82404393934183
Rajasthan,32.91964092662982,54.610618638194104,14.362619322769238,88.77081283814613
Maharashtra,28.668812339192712,55.970459124190455,7.32441493703312,71.87648912894556
Rajasthan,35.04260412389291,82.97533201861373,9.403234700385283,119.07635114827482
Kerala,29.791892533537425,68.34084971743285,9.832403502445809,100.34415533632212
Karnataka,32.091262773930005,66.00618043857655,11.097145409722668,91.95805180212415
Rajasthan,30.955495340099517,60.69654822234223,6.560575436080323,93.80796856630853
Gujarat,28.045307151673875,49.94352649430611,11.814318517034401,67.11144246255921
Karnataka,36.04490972053233,38.37758627904577,12.702183319562032,64.35002688302674
Karnataka,33.759513090163495,74.653486170556,9.218313480440095,103.28274493019167
Kerala,27.067259557393285,88.66206882688178,16.41466777010322,132.25787479047847
Gujarat,29.34480796500502,29.471396390617443,14.928494429332288,56.36022132566539
Karnataka,29.435041090659567,41.625974247165715,12.35580909043881,72.62108406851101
Rajasthan,24.893835914346433,70.6253467094903,12.975202855084795,87.66398684466886
Kerala,28.887936107722172,42.795620568998416,11.541638798768124,68.6688961200645
Kerala,20.766137827642993,51.49995881234842,16.653941832125035,57.89351499797934
Karnataka,23.74230287904778,81.65646906109889,11.671395286429725,117.5304540427949
Gujarat,31.348346786985353,56.54915346605426,14.830862164998482,86.30929970615901
Karnataka,33.21361379933772,79.93728795198646,12.78608467880588,115.78576461429596
Maharashtra,22.869372336653516,69.09247635917184,6.052916869198655,95.69404346906421
Gujarat,30.640522074553946,49.78422513787679,15.362574195954895,63.92631915091874
Kerala,39.814113170227294,54.22409607210741,13.313981480519264,80.25894264678251
Kerala,33.92900079325416,66.38186342677447,8.132095427483147,93.7059943190917
Maharashtra,30.813810394619903,46.32308266872965,11.943851562627556,63.57962375113654
Gujarat,32.62444389331975,86.7243763563805,8.494725328103275,118.20965830756487
Rajasthan,23.073140671651338,43.390207299805326,15.677211478831019,64.42689650452661
Karnataka,36.99677718293001,73.86950524369153,12.238521479680697,97.0008706629349
Karnataka,36.32598625811849,68.39038813092496,10.658351425223238,121.16789260977359
Kerala,30.57266683107732,74.25218206498248,11.208187493726678,114.19927791271148
Kerala,38.42824150709583,53.095568337092296,18.928861009942594,88.00097266543551
Maharashtra,28.3982634590284,66.36248919602875,14.091341952141999,83.86971613972031
Kerala,23.443894949124424,77.9766742924753,10.041202101886759,133.22208615117606
Gujarat,33.06758986365208,44.658111522023916,10.97049385030662,50.14653986438685
Rajasthan,34.66439542164311,73.09737822928723,4.542673886763621,94.67024195958142
Gujarat,30.14298388359172,83.70348881026231,15.809173844148837,140.23505462749824
Maharashtra,38.419638457289345,53.1167360569659,16.314723333725183,77.67040080187913
Karnataka,32.998919279823646,77.00320161754058,6.891118136307667,91.3481679149461
Karnataka,36.884017464394645,71.65524143635933,13.606502021965893,93.49024503842068
Karnataka,31.619000638029725,55.62765031509765,5.398035159848953,80.43904163196247
Gujarat,38.0503373434669,35.31335205727022,19.246768224476106,64.47442489065625
Maharashtra,31.87140027788653,58.697328343047126,15.229172499244337,69.34608180982951
Maharashtra,27.661493993440544,65.19755822596073,11.812317684483263,93.29452983475937
Kerala,29.247900727690833,74.93322878043418,9.634787139631877,82.13153654444241
Gujarat,28.703747787098873,78.50530382064053,14.595696842027982,90.25956605382957
Maharashtra,26.289901292215106,40.43016906288862,17.618173496043504,40.32026740635005
Rajasthan,37.4734428768219,62.666338403706035,10.129148911436573,108.80902071805349
Gujarat,27.41775529139092,60.66365781335661,7.050633418211815,90.6825667151957
Rajasthan,29.050028064088103,66.72585440423792,9.644945855172818,91.79547308588684
Karnataka,27.595269363709544,23.173124614165715,5.82214202557413,44.89303243720017
Kerala,40.44187352390364,57.90615557767239,16.432731266950064,74.37944480381836
Karnataka,26.336579043711904,67.58140719937226,14.399976831699348,81.84525426949796
Rajasthan,35.365436727051566,57.54058680597118,14.188863752228016,73.30316535306243
Karnataka,29.48577918431965,59.598084800465045,14.673872518116442,76.68946096838512
Maharashtra,35.52762966478992,77.8054545834057,14.554920888116738,95.33383493874194
Rajasthan,34.19592433858156,87.23059027240359,8.039895054774954,114.96262806978858
Maharashtra,28.327462468216265,63.0928647304399,9.58264572221344,83.73333524419373
Karnataka,21.576073025897692,45.99416620889666,16.187680510600046,66.82423486385865
Karnataka,28.178987582560314,71.29313516420956,10.721772950723677,105.90649235673754
Maharashtra,35.54630101111462,38.06946042747172,16.686322107530042,78.73417830856675
Kerala,25.043038252718464,27.699148295944276,9.44415300924199,29.696353244644783
Gujarat,30.208445185659706,56.51401340249293,13.804381186331913,68.28965509421694
Karnataka,18.754521359720304,49.75511504473316,12.23656848908969,76.67359844696684
Gujarat,23.05213766618202,35.31901879564663,16.090281728038562,73.47933093284811
Kerala,33.39986537758378,68.63203001241645,10.989257247996145,99.68243682630148
Kerala,23.913475720684936,52.76929807757675,6.409927068624506,72.40446665059378
Rajasthan,32.30848459062106,95.20571225059096,14.08967445313026,128.24263318004586
Gujarat,20.439484194575698,65.95257998773208,18.058070250358327,91.67624889923411
Maharashtra,24.70680325301459,60.9474818896076,13.317263140607103,85.44345839593129
Maharashtra,22.035031332341653,66.60712106940599,11.921448804293275,92.8945258523415
Maharashtra,32.385018596975364,25.846309528505884,12.989991187348844,65.81563105465278
Gujarat,26.490041560966223,50.05648623673578,6.389578912801226,88.89169802259507
Rajasthan,30.882556380813725,63.98105742522806,5.527156821147355,94.31111920116409
Gujarat,34.01450809072843,51.59327772765714,19.278292186794623,64.85375984985676
Karnataka,27.16122468412903,66.48288977198108,7.431493826815306,88.62744480306726
Maharashtra,33.168884404660496,66.20698646177247,11.258849364489167,91.3569641497762
Rajasthan,36.122922188130715,84.35094843448569,5.852208159894718,120.2044490111244
Rajasthan,29.558589758243727,98.69564006481477,8.785301728121077,146.96964049290392
Rajasthan,34.881919767310514,76.56073704725031,13.210741395983943,100.00913842467948
Karnataka,30.84562025049545,63.77356627248479,15.23815708802363,74.27987094299844
Gujarat,27.09159543025678,44.778649039607,9.402889819735972,52.21990694911343
Gujarat,36.192749774559665,56.77601241021912,9.91634472265326,85.30697232546147
Rajasthan,33.15645641630084,36.650760438047946,7.61886619161402,65.60323266893856
Karnataka,36.13834496236646,41.855384719631914,18.690289547350815,66.87873737419673
Gujarat,30.48216859396745,49.786690769413774,8.037230445449186,78.86807993551338
Karnataka,29.4438696932565,46.44138537802815,9.057880229640933,80.09516498347412
Gujarat,29.899905503277857,65.75417956181899,8.347204376873556,88.52900112250715
Kerala,30.364983779866787,71.70117269574874,12.300748350424744,109.80417521940598
Karnataka,32.125894211373506,65.03486984473346,12.621709322971746,114.97561767667466
Gujarat,24.64702830882199,46.653808473201465,9.182849167235243,63.1644220934162
Kerala,30.30014502876006,35.8373331665738,9.797091903645452,63.347688811703925
Karnataka,31.942893022654822,97.39499276149186,11.975716353840427,137.63763066348193
Gujarat,28.075790590264372,66.95958424385188,10.245651174970817,102.9787285076311
Karnataka,31.336961570359513,64.8254670929402,9.327638185427805,100.58117333644488
Maharashtra,27.829449102520098,51.8433085016499,12.349259896034255,77.88883284214279
Karnataka,28.874267363249892,62.96368383077112,21.859510543430734,80.43429827159615
Rajasthan,31.434587143361615,58.26566827563817,14.041116042128284,91.4018878724484
Karnataka,32.5387883515575,60.80982627668689,4.7903643700231315,81.33878118487172
Gujarat,25.303323030906228,57.83868666417577,7.16122102863557,85.90900650383541
Karnataka,25.167414870325036,66.25785696573847,9.245332980148227,88.69296633797977
Kerala,33.22958912896905,80.61464269768643,9.606025533134657,93.06073956808412
Maharashtra,26.9329866822953,55.462954702678076,10.447292725835085,78.5920133903657
Gujarat,23.62815626810311,69.39114638261725,9.068985481240016,85.34603904857948
Rajasthan,32.497634925477044,94.33023103196508,7.824108640006967,125.00825723577422
Gujarat,38.57263534096866,44.10921684286289,13.521434121535664,46.42273508311213
Rajasthan,32.09103306377268,58.47276386955646,9.731230324749287,79.3992853029989
Rajasthan,27.268777758737585,65.8770600810382,6.084353724903485,92.69515405693512
Rajasthan,32.081181834637974,76.1427498199548,11.510612389435579,99.60714100588656
Maharashtra,20.19920995853084,90.90837924924078,7.227760180359055,116.62044689768109
Gujarat,33.66172527210823,41.42556467435931,13.771225524083661,74.46944066422607
Rajasthan,37.35585163746804,56.86014484272201,9.323709045360333,94.51203379035309
Maharashtra,31.62588398264532,57.499139503697414,15.235716801885193,73.13666885684448
Gujarat,37.052840025025795,78.21718700861021,13.106174667570667,116.45018455761543
Maharashtra,30.160020745328833,48.69873194480725,13.839888571756466,62.58936843738512
Maharashtra,26.978304642183442,58.8627390627268,16.372274346452844,84.96645316435179
Kerala,25.98753633394176,79.48216987270578,8.07633022815881,92.67029222889744
Kerala,24.7654450865903,68.04979128790929,16.742816618651986,96.20916020984136
Karnataka,33.03565550391809,79.66738329477158,6.989643950538017,104.99716965141738
Maharashtra,25.69308148821628,46.793070527663915,15.84879741838047,63.714986608877695
Karnataka,26.782408848099287,73.91760192121856,12.228052499588339,101.10983376826799
Rajasthan,30.20493394887971,72.44210893847199,7.705483975991541,103.36408656585316
Karnataka,32.78410420387499,56.844447621584315,9.62089498177735,68.9061440185369
Kerala,19.17177385797938,74.61393333193212,9.954197777799076,88.53234685063545
Gujarat,28.89373188207114,55.84780050166619,13.229626791236402,85.65271063105705
Kerala,23.937713605753864,77.03227524544155,10.600087491382332,106.72230877497942
Karnataka,23.793405007861256,69.08309667120605,6.825765443330806,95.09006434751161
Kerala,35.62399322296596,48.00908885757847,13.178098969815423,54.29451620822492
Rajasthan,29.528141249823094,58.71160125423312,15.250757702575982,86.42186995713361
Kerala,27.879004889859445,45.8977662834493,17.912507304693044,58.68610236676151
Maharashtra,20.504118060422662,61.17644098527964,19.245500114659926,84.12562674716528
Gujarat,36.44876377041373,70.09772026904938,11.446176064064904,86.66481102595299
Maharashtra,32.69566051591403,65.12443829053672,8.577954568086987,85.71531764334856
Karnataka,23.53232128203168,76.16930842658637,15.036843999679332,104.49714049676881
Kerala,27.426792253909266,43.346649202356005,13.111932258970834,76.34390194200802
Karnataka,26.075508434588798,69.72420650765788,11.516207405568874,97.44726424388345
Kerala,33.17120571529611,67.12928383979838,12.926050957182285,59.74682300920463
Karnataka,25.914072666955022,28.588190585043343,14.356227789623471,46.34320172733884
Kerala,31.969559866180763,46.87461888515632,10.335223989079438,57.32593477205075
Maharashtra,27.240709270537767,98.37298928502378,9.743009605370446,130.59055192765666
Karnataka,39.30657798618197,88.29921969134115,18.523716725051763,129.61964108866104
Karnataka,28.468232696143453,60.98390768524768,16.36109802537704,68.29663055202803
Kerala,29.149076887375358,53.201579260090874,14.785549789826861,83.53382070455376
Gujarat,16.13218568543276,72.01404959444193,10.272816845439175,82.5406827590982
Maharashtra,29.586596570786504,58.17378737425075,18.053798972968522,85.49382028815137
Kerala,25.464368268723746,75.84982925659189,13.822758674669005,88.78812324406742
Gujarat,28.25193906611098,63.92494459044718,16.589637320766425,82.81677303364405
Kerala,31.51890154745253,39.34962689042877,14.871961239664683,75.27288860578625
Rajasthan,32.144061573103485,62.95950629989278,10.354316109362518,93.80463197161093
Rajasthan,28.1558488520373,66.0265692383786,11.231555789114239,103.84533858774617
Rajasthan,34.54608083226564,81.42047227852183,12.39962217560964,112.71733659480762
Gujarat,26.988939698191096,67.03161384112536,8.006458243246835,94.54838798366659
Gujarat,31.767414529743334,61.82257517102573,8.094498914866513,78.71788940207355
Kerala,34.43165098030795,49.61007663254846,11.73388592979187,75.68053004805886
Karnataka,27.598988129264907,70.71129169428797,12.695664335335051,93.15183595661443
Kerala,30.50822143844755,43.03460412762085,4.948670064629219,55.14462730562273
Karnataka,31.756444047122706,85.34840184939435,16.639164981157222,109.53541249434845
Maharashtra,32.04172582197389,59.929508933397415,13.784000378668743,76.76835829182849
Rajasthan,23.334213446731724,96.22186497987947,12.319973522236573,126.91641380579911
Maharashtra,26.963272006172726,84.43985004927039,13.055577721816077,104.98800206022226
Maharashtra,24.920890905108017,60.92519774771957,13.715266001322291,88.38715902205224
Maharashtra,31.19654233410173,81.43986394069282,6.64850603515907,116.84714878745876
Karnataka,23.66829747187148,59.13024078851649,10.20647912378447,99.8285868380202
Kerala,33.09577130502599,90.86243204567548,12.083174830701632,114.67782224582174
Gujarat,30.36188793140517,59.67291992877248,11.94558866221871,97.77835686427414
Rajasthan,27.58628238908984,45.70007087611931,12.490681263979182,81.13280645138994
Rajasthan,25.129818884410614,66.89245959106039,18.33037586192637,91.13542669999067
Maharashtra,34.415548885735795,58.83244204480797,11.278080345637498,116.35435647139481
Gujarat,18.9798121237438,44.4381989892938,11.49147423339201,50.596450572789855
Kerala,30.56635205268882,38.4258303252395,15.676915738300814,50.009656839751635
Gujarat,25.28308475315032,43.1414779970236,7.4329436299367995,67.53720735290672
